"Время","Rambler, Визиты","Rambler, Доля","Mail.ru, Визиты","Mail.ru, Доля","Google, Визиты","Google, Доля","Яндекс, Визиты","Яндекс, Доля","Остальные, Визиты","Остальные, Доля"
"2017-06-11 - 2017-06-11","517765","0.0032368270239238315","5717591","0.035743731346351504","67733197","0.4234365831339635","83796632","0.5238577404254836","2195479","0.013725118070277577"
"2017-06-12 - 2017-06-12","592588","0.003305809596026852","6328253","0.03530277274174589","75029823","0.418561140052779","94845175","0.5291030018357544","2460704","0.013727275773693794"
"2017-06-13 - 2017-06-13","815645","0.0035961933474772567","8259807","0.03641763633056793","88082589","0.3883577053624719","126129913","0.5561090352401905","3519929","0.015519429719292427"
"2017-06-14 - 2017-06-14","789149","0.003525262274105238","8156370","0.036435886574834084","87962733","0.3929444302306559","123598512","0.5521354921429839","3348637","0.01495892877742092"
"2017-06-15 - 2017-06-15","753861","0.0034914629499819766","8052963","0.03729682521323654","84662530","0.3921095357721617","119247670","0.552288580622525","3198485","0.014813595442094898"
"2017-06-16 - 2017-06-16","701691","0.0034853813398574764","7653891","0.03801777259321137","80296304","0.3988411417862324","109698736","0.5448864635008167","2973403","0.014769240779882085"
"2017-06-17 - 2017-06-17","515135","0.0032296918660730573","5825827","0.03652562158472789","68301514","0.4282233670907141","82730911","0.5186899556999893","2126349","0.0133313637584955"
"2017-06-18 - 2017-06-18","546744","0.003233299134795139","5936175","0.035104965928281856","71670301","0.42383916826486834","88763376","0.5249230843361712","2181275","0.01289948233588346"
"2017-06-19 - 2017-06-19","791325","0.003554810592778081","8317760","0.03736525619206497","88116304","0.39583833552036596","122051647","0.5482835593739754","3329761","0.014958038320815515"
"2017-06-20 - 2017-06-20","758570","0.0035145016128429064","7924554","0.036714947617307175","85520045","0.39621964496737017","118463939","0.5488507384674106","3172884","0.014700167335069212"
"2017-06-21 - 2017-06-21","754799","0.003511305590930719","7865920","0.03659205811588749","85039270","0.39560050317987566","118148589","0.5496242060684707","3153914","0.014671927044835338"
"2017-06-22 - 2017-06-22","742913","0.0035190428280054784","7806949","0.03698008769136432","82705285","0.391759788854683","116792781","0.5532260148104348","3064308","0.014515065815512464"
"2017-06-23 - 2017-06-23","690002","0.003499226569207505","7396355","0.037509343351600104","78484083","0.3980185397918949","107757931","0.5464758293425658","2858632","0.014497060944731738"
"2017-06-24 - 2017-06-24","518378","0.0032739790808615954","5871820","0.03708532354109305","67414270","0.42577599692030804","82317779","0.5199037891827738","2210469","0.01396091127496354"
"2017-06-25 - 2017-06-25","559243","0.0032851033013002236","5927825","0.03482120916494261","71244347","0.4185032973656866","90136309","0.5294783953718099","2368323","0.013911994796260747"
"2017-06-26 - 2017-06-26","766938","0.003548788606370089","8089937","0.037433894593633145","84736449","0.39209394338976566","119146350","0.5513160247250531","3372945","0.015607348685177888"
"2017-06-27 - 2017-06-27","751808","0.0035408975365727423","7969547","0.037535313989609964","83496929","0.3932574144029981","116818084","0.5501948181753156","3284941","0.01547155589550364"
"2017-06-28 - 2017-06-28","722213","0.0035438191359520714","7815526","0.03834991975543358","80431698","0.3946694264843169","111727761","0.5482357385548025","3097909","0.015201096069494937"
"2017-06-29 - 2017-06-29","695244","0.0035017946921934427","7486326","0.03770701602722177","79387280","0.3998566772696704","107998383","0.5439646575229338","2972105","0.014969854487980614"
"2017-06-30 - 2017-06-30","660789","0.003527734888231859","6950901","0.03710857166560841","75255183","0.40176264221918506","101689782","0.5428882619687859","2755890","0.014712789258188768"
"2017-07-01 - 2017-07-01","521687","0.0033772418514613827","5724052","0.03705575943878461","65564356","0.42444355915963633","80569305","0.5215810031477818","2091918","0.01354243640233587"
"2017-07-02 - 2017-07-02","558045","0.003290806916859868","5876558","0.03465422629667535","71426552","0.42120436769266106","89418111","0.527301092512868","2297684","0.013549506580935676"
"2017-07-03 - 2017-07-03","760706","0.00360141858697688","8117426","0.038430417105701","83113644","0.3934858175602393","116007479","0.5492154539321762","3224734","0.01526689281490655"
"2017-07-04 - 2017-07-04","761085","0.00361499213093181","7866514","0.037364271018171316","82792046","0.39324463731875475","115886892","0.5504381280121728","3229191","0.015337971519969285"
"2017-07-05 - 2017-07-05","747662","0.003595462594704042","7746311","0.03725155410793174","82098182","0.394805329780308","114183225","0.5491004149337206","3170602","0.015247238583335552"
"2017-07-06 - 2017-07-06","754715","0.003631641847756698","7522036","0.03619557146463553","82111151","0.39511377425792416","114270174","0.5498610016348415","3158397","0.015198010794842043"
"2017-07-07 - 2017-07-07","712604","0.0036500589217928862","7246720","0.03711872932194451","77758105","0.3982880602648288","106614175","0.5460929501495053","2899217","0.014850201341928486"
"2017-07-08 - 2017-07-08","579635","0.003625929555945909","5714043","0.03574442088149583","67348723","0.42130258745747595","84027523","0.5256374773066235","2188394","0.013689584798458845"
"2017-07-09 - 2017-07-09","616583","0.0036729471028256132","5846727","0.03482859403464301","70383742","0.41927163295926984","88729573","0.5285566226855164","2294837","0.013670203217745253"
"2017-07-10 - 2017-07-10","804203","0.0038441703071226798","7704824","0.03682982486064612","82500054","0.3943584616357035","115013025","0.5497736959913833","3178563","0.015193847205144453"
"2017-07-11 - 2017-07-11","773302","0.0037917413165339964","7547026","0.03700542647136087","80616629","0.39528851985251917","111915537","0.5487568448096464","3091271","0.015157467549939563"
"2017-07-12 - 2017-07-12","794456","0.003919338593309608","7494802","0.03697456716018765","79791812","0.3936418482605767","111587093","0.5504994614051986","3033385","0.014964784580727523"
"2017-07-13 - 2017-07-13","781230","0.003926560832558962","7303046","0.036706033283381845","78434487","0.3942216563317526","109562419","0.5506745813215236","2879189","0.014471168230783003"
"2017-07-14 - 2017-07-14","737549","0.003939948237701312","6899211","0.03685522483384766","74849210","0.3998405706371176","102061765","0.5452086182049403","2649902","0.014155638086393151"
"2017-07-15 - 2017-07-15","568611","0.0038752048695512077","5305852","0.036160509570722366","62566047","0.42640091381097045","76371105","0.520485319469737","1918950","0.01307805227901903"
"2017-07-16 - 2017-07-16","603756","0.0038869346466284247","5415833","0.03486671590518946","65742749","0.42324675672406775","81535584","0.5249198126108598","2031677","0.013079780113254525"
"2017-07-17 - 2017-07-17","824644","0.004020509275786803","7514297","0.03663556733513729","80812911","0.39399917816516383","113009005","0.5509695733552142","2948482","0.014375171868697795"
"2017-07-18 - 2017-07-18","813817","0.00400568409367165","7438978","0.03661535191298946","80269567","0.3950943857621686","111729398","0.5499426435723376","2913787","0.014341934658832682"
"2017-07-19 - 2017-07-19","802186","0.004002841078762242","7405521","0.03695293070240124","79260012","0.39550083389237445","110073131","0.5492557217836981","2863309","0.014287672542763948"
"2017-07-20 - 2017-07-20","812824","0.004105201054845922","7359999","0.03717197776943709","78624903","0.3970983075459857","108438759","0.5476744139358369","2762100","0.013950099693894278"
"2017-07-21 - 2017-07-21","773420","0.004120361237975751","7021936","0.03740905705819153","75490655","0.4021731642463349","101866061","0.5426869866433159","2554771","0.013610430814181878"
"2017-07-22 - 2017-07-22","597091","0.003993707972420753","5398674","0.036109617117492374","63615198","0.4254971577527124","77956054","0.5214175299213399","1940910","0.012981987236034649"
"2017-07-23 - 2017-07-23","641252","0.004009561440820984","5687481","0.035562157331286245","67284331","0.4207092674159862","84250576","0.5267942414161013","2067068","0.012924772395805313"
"2017-07-24 - 2017-07-24","849301","0.004101572253024357","7609510","0.03674899131769699","81249425","0.3923819554600589","114399802","0.5524767469185604","2959142","0.014290734050659308"
"2017-07-25 - 2017-07-25","837202","0.004105923429733011","7325264","0.035925586759921455","80533976","0.3949660165025359","112322944","0.5508699303945631","2881640","0.01413254291324655"
"2017-07-26 - 2017-07-26","816181","0.004129425439203736","6828749","0.034549701400225036","78564866","0.39749486484987107","108645556","0.5496865558042078","2794663","0.014139452506492347"
"2017-07-27 - 2017-07-27","807643","0.004156586199438826","6835750","0.035180623261532575","77728304","0.4000336729374064","106233150","0.5467356805084854","2699556","0.013893437093136793"
"2017-07-28 - 2017-07-28","768513","0.004228178563507208","6472597","0.035610713007614786","73536450","0.40458032788829806","98498280","0.5419144712429467","2483986","0.01366630929763324"
"2017-07-29 - 2017-07-29","623840","0.004216949164091088","5042163","0.03408333073874874","63659008","0.4303135428514809","76721933","0.5186145345470031","1889390","0.01277164269867604"
"2017-07-30 - 2017-07-30","672569","0.00417433620960796","5361620","0.0332771871854906","68429105","0.42470897527623946","84603610","0.5250969234183409","2053084","0.012742577910321096"
"2017-07-31 - 2017-07-31","873842","0.0042261263568941125","7316302","0.03538353239738661","81998247","0.39656477128109385","113715702","0.5499586028308511","2867292","0.013866967133774338"
"2017-08-01 - 2017-08-01","847405","0.004201335266108026","7031965","0.034863663236041","80727508","0.40023757979409813","110296954","0.5468394481794356","2795139","0.013857973524317087"
"2017-08-02 - 2017-08-02","821179","0.004133465795541473","6925152","0.034858269537976036","79552602","0.40043396057780845","108622776","0.5467608514255274","2744263","0.013813452663146562"
"2017-08-03 - 2017-08-03","787796","0.004002451028508123","6826862","0.034684335581017196","78774889","0.4002211682956796","107737582","0.547368095147574","2701263","0.013723949947221028"
"2017-08-04 - 2017-08-04","641970","0.0034169778519508344","6538355","0.03480133685871925","75419375","0.40143049361025357","102727191","0.5467802801378929","2549656","0.01357091154118348"
"2017-08-05 - 2017-08-05","476941","0.00316697047558223","4983826","0.03309346396606516","64286746","0.4268750779514741","78921858","0.5240547450609053","1929128","0.012809742545973184"
"2017-08-06 - 2017-08-06","515087","0.0032012875877534476","5213961","0.0324049891228677","68155489","0.423589259625979","84973950","0.5281167092498589","2041459","0.012687754413540949"
"2017-08-07 - 2017-08-07","712449","0.0033969190880439276","7196347","0.03431180124961598","82892445","0.3952267863034848","116057859","0.5533577232259582","2874774","0.013706770132897082"
"2017-08-08 - 2017-08-08","691253","0.0033221946457633596","7123104","0.03423397507137845","82527496","0.39663105308686847","114867253","0.5520574563729129","2862086","0.013755320823076747"
"2017-08-09 - 2017-08-09","670608","0.0033093102449338056","6954744","0.03432020728964151","80453520","0.3970212970572776","111770636","0.551564715597737","2793324","0.013784469810410071"
"2017-08-10 - 2017-08-10","661858","0.003316164541741612","6849740","0.03431984641441093","79585884","0.3987560572569359","109735418","0.5498168823898695","2752492","0.013791049397042045"
"2017-08-11 - 2017-08-11","624065","0.0033198241027587072","6434719","0.034230625384662504","75716280","0.4027861381670612","102654375","0.5460880971992195","2551906","0.013575315146298162"
"2017-08-12 - 2017-08-12","451056","0.003006112333774546","4860064","0.03239043119553593","64529843","0.430066237759469","78321350","0.5219812533984096","1883976","0.012555965312810901"
"2017-08-13 - 2017-08-13","488408","0.0030239276179181195","5157071","0.03192947172131622","68567071","0.42452592847916615","85270220","0.527941747972912","2031678","0.01257892420868751"
"2017-08-14 - 2017-08-14","695783","0.003328818522871449","7090980","0.03392521169576001","82499921","0.3947024649355204","115861255","0.554312323996321","2870064","0.01373118084952711"
"2017-08-15 - 2017-08-15","677204","0.003300388210012715","6981956","0.034026918425212396","81482361","0.3971084393600745","113263919","0.5519974821286276","2783755","0.013566771876072714"
"2017-08-16 - 2017-08-16","689115","0.003382386971613669","6921604","0.033973347253026066","81196234","0.3985359251005926","112171047","0.5505697713227321","2758298","0.01353856935203564"
"2017-08-17 - 2017-08-17","693604","0.0034498735444108255","6987122","0.034752809008268194","80157644","0.39869109090763766","110493566","0.5495770355577699","2720071","0.013529190981913453"
"2017-08-18 - 2017-08-18","645570","0.0034117827025729793","6434071","0.03400351959497255","76409414","0.4038172731058408","103211945","0.5454663764578802","2516795","0.013301048138733462"
"2017-08-19 - 2017-08-19","478149","0.003157919117752099","5015781","0.03312655827024158","65293891","0.43123132467352593","78742415","0.5200516527410277","1882445","0.012432545197452783"
"2017-08-20 - 2017-08-20","520071","0.0032110732227385707","5198117","0.032094722273232214","69041442","0.4262824223336008","85166973","0.5258462526501166","2035135","0.012565529520311767"
"2017-08-21 - 2017-08-21","706837","0.003347877650931054","7273152","0.0344487102862817","83640670","0.39615743064086845","116650274","0.5525048141220448","2858945","0.013541167299874061"
"2017-08-22 - 2017-08-22","751862","0.0035934804536877207","7233660","0.03457285488377218","82708803","0.39530188642118946","115688133","0.5529246652432566","2847009","0.013607112998094098"
"2017-08-23 - 2017-08-23","773281","0.0036708672791078245","7374074","0.03500570550720857","82701011","0.39259264772965624","116922905","0.5550485090707422","2882218","0.013682270413285203"
"2017-08-24 - 2017-08-24","760407","0.0036790259933179555","7250985","0.035081952549303984","80886955","0.39134990862175095","114965442","0.556229557922649","2823253","0.013659554912978046"
"2017-08-25 - 2017-08-25","734793","0.003751083353873535","6415410","0.032750363244170556","77587048","0.39607819376203496","108493029","0.5538517583771466","2657929","0.013568601262774321"
"2017-08-26 - 2017-08-26","573664","0.003600803155658963","4603338","0.02889446435015064","67020199","0.4206757684848476","85068996","0.5339653686575062","2049371","0.012863595351836551"
"2017-08-27 - 2017-08-27","606013","0.003542889069933522","4919087","0.028758095232861478","71455857","0.41774710236914514","91906762","0.5373077187168949","2162796","0.012644194611165012"
"2017-08-28 - 2017-08-28","818613","0.003741827766074023","6972413","0.03187045473249933","84242327","0.38506629902931827","123707405","0.5654586512771779","3032807","0.013862767194930521"
"2017-08-29 - 2017-08-29","822370","0.003807006310958851","6851978","0.0317199356598018","83600116","0.38701091869704884","121730055","0.563526256573523","3010358","0.013935882758667589"
"2017-08-30 - 2017-08-30","805748","0.0038553087434121665","6682494","0.0319741129310893","80947845","0.38731580418303596","117661003","0.5629793603267339","2899920","0.013875413815728752"
"2017-08-31 - 2017-08-31","789899","0.003919082858233862","6505867","0.03227885063489049","78394365","0.3889535396976431","113119018","0.5612398602657399","2742854","0.0136086665434925"
"2017-09-01 - 2017-09-01","719827","0.003976308278434018","5713410","0.03156074929266018","71662692","0.39586311079532616","100487239","0.5550892649382111","2445804","0.013510566695368518"
"2017-09-02 - 2017-09-02","591525","0.00367152958569778","4777770","0.029655084584183734","67456678","0.4186960636150434","86247293","0.5353273115013653","2038060","0.012650010713709848"
"2017-09-03 - 2017-09-03","639062","0.0036277600374752693","5215009","0.02960401533070949","72730808","0.4128706115458072","95355814","0.5413058691803375","2218147","0.012591743905670588"
"2017-09-04 - 2017-09-04","841310","0.0037784006443387715","7045742","0.03164307581348699","86539675","0.38865764555380045","125256053","0.5625364626148879","2980214","0.013384415373485906"
"2017-09-05 - 2017-09-05","867072","0.003772306494560113","7252146","0.03155137918800071","89348939","0.3887238693808074","129271000","0.5624098493069554","3112792","0.013542595629676388"
"2017-09-06 - 2017-09-06","861900","0.003765246150706382","7188657","0.03140394836755829","88945129","0.38856051118613827","128846548","0.562871526730253","3067103","0.013398767565344003"
"2017-09-07 - 2017-09-07","830031","0.00369112463628994","7070073","0.03144041684065815","87828937","0.39057282576175717","126117834","0.5608424795615164","3025239","0.013453153199778252"
"2017-09-08 - 2017-09-08","630196","0.0030168308828168707","6612368","0.03165427262462793","82519603","0.3950321594681459","116364088","0.5570501468260985","2767125","0.013246590198310737"
"2017-09-09 - 2017-09-09","471987","0.0027110373540575943","5179972","0.029753144864100977","72710153","0.4176384959802767","93552599","0.5373550340542667","2183591","0.012542287747298075"
"2017-09-10 - 2017-09-10","502855","0.0026224673011801024","5728958","0.029877410038349338","79583857","0.41504223421124015","103587913","0.5402271323542358","2345233","0.01223075609499461"
"2017-09-11 - 2017-09-11","714072","0.0029995519650496865","7525857","0.03161333752483354","93147572","0.3912784461961919","133495767","0.5607662675901941","3176285","0.01334239672373072"
"2017-09-12 - 2017-09-12","689104","0.00294982115373689","7348255","0.031455394312110904","91875577","0.39328827077826056","130571757","0.5589335294515673","3124046","0.013372984304324334"
"2017-09-13 - 2017-09-13","678176","0.0029081507746261497","7255805","0.031114305034808498","91633828","0.3929437017531723","130512405","0.5596626122113901","3118149","0.013371230226002916"
"2017-09-14 - 2017-09-14","673270","0.002936953313504911","7158689","0.031227791790665194","89871642","0.39204006826685744","128451511","0.5603340277394842","3085849","0.01346115888948834"
"2017-09-15 - 2017-09-15","624120","0.002965897468232613","6590870","0.03132065091080287","83096759","0.3948863473954297","117295294","0.5574021270111518","2825046","0.013424977214382926"
"2017-09-16 - 2017-09-16","470010","0.002751858860138619","5000283","0.029276128330781293","71302192","0.4174667960309461","91832794","0.5376713002280475","2191998","0.012833916550086451"
"2017-09-17 - 2017-09-17","521468","0.002693259669736417","5701820","0.029448560314528402","79693010","0.4115956679851899","105305163","0.5438764191147292","2398191","0.01238609291581621"
"2017-09-18 - 2017-09-18","725850","0.0030225166182510877","7569200","0.031518954035773414","93542191","0.3895196346423053","135091322","0.5625346362561255","3219000","0.013404258447544604"
"2017-09-19 - 2017-09-19","701540","0.002928471855769576","7506320","0.03133398930980455","93816759","0.3916237681828792","134367519","0.5608967382060663","3166251","0.013217032445480337"
"2017-09-20 - 2017-09-20","672883","0.002863496267394275","7354683","0.03129831979462719","92291499","0.3927523252909086","131602957","0.5600447271628936","3064490","0.013041131484176419"
"2017-09-21 - 2017-09-21","658491","0.0028323405424675978","7257805","0.031217701306204704","91089374","0.3917990177059274","130424068","0.5609877363698985","3060314","0.013163204075501691"
"2017-09-22 - 2017-09-22","635120","0.0029808356979761814","6631500","0.031123900886649836","84104253","0.394730066277271","118884882","0.5579674710531647","2812010","0.013197726084938282"
"2017-09-23 - 2017-09-23","482391","0.0027337251685397943","5129990","0.029071816798732688","73326458","0.4155433740564732","95336663","0.540275907153526","2183714","0.012375176822728262"
"2017-09-24 - 2017-09-24","514411","0.002608703779393901","5789403","0.0293594761514322","80635018","0.40891986409329356","107893223","0.5471528770012479","2358214","0.011959078974632364"
"2017-09-25 - 2017-09-25","718915","0.002972907293716442","7511039","0.03106017071070801","94200412","0.38954409339893287","136229317","0.5633449435987694","3162523","0.01307788499787319"
"2017-09-26 - 2017-09-26","722099","0.0029916884350176054","7441099","0.030828805776106975","94686680","0.39229114775981244","135356712","0.5607889082970738","3161793","0.013099449731989132"
"2017-09-27 - 2017-09-27","720964","0.003012629447889994","7394739","0.03089975154218603","94089067","0.3931617861206588","133967062","0.5597964891846259","3142034","0.01312934370463933"
"2017-09-28 - 2017-09-28","701605","0.002999453232130439","7159761","0.03060891566156379","91987209","0.39325736183423465","131018807","0.560122553468154","3043583","0.013011715803917101"
"2017-09-29 - 2017-09-29","669350","0.0030936768254552433","6670304","0.030829558382821264","85223236","0.3938943007447569","120919027","0.5588771070239738","2878756","0.013305357022992806"
"2017-09-30 - 2017-09-30","518613","0.002823388062081383","5338424","0.029062986450260106","75628240","0.4117287263763649","99872485","0.5437171491640239","2326871","0.012667749947269678"
"2017-10-01 - 2017-10-01","565751","0.0027865397860683976","5896112","0.029040603854196125","82911530","0.40837095660246914","111159707","0.5475040188408076","2496838","0.012297880916458734"
"2017-10-02 - 2017-10-02","743970","0.0030722547386422892","7421081","0.03064565945951888","94741444","0.3912386927897807","136040540","0.5617850096945521","3210619","0.013258383317506041"
"2017-10-03 - 2017-10-03","745454","0.0030733544738473203","7397053","0.03049653758761204","95062859","0.39192473714590975","136183063","0.5614549334141093","3165434","0.013050437378521568"
"2017-10-04 - 2017-10-04","733395","0.003064372979135865","7332422","0.030637345289266163","93607832","0.39112526130705766","134526360","0.5620967453630088","3129539","0.013076275061531474"
"2017-10-05 - 2017-10-05","735384","0.003102779455544785","7210828","0.03042438912985201","92821316","0.3916376645690285","133169142","0.5618758062592144","3071474","0.012959360586360274"
"2017-10-06 - 2017-10-06","684136","0.0030670624793698114","6837661","0.030654041739873742","87874687","0.3939525991675137","124758232","0.5593058870746667","2904320","0.013020409538576146"
"2017-10-07 - 2017-10-07","531857","0.002843445328889751","5380392","0.028764969719296322","77070737","0.4120401294271589","101745768","0.5439592385808597","2317923","0.012392216943795265"
"2017-10-08 - 2017-10-08","555277","0.0027291490117169093","5874504","0.02887279103209215","82968582","0.40778498581582406","111612666","0.548568727155977","2450562","0.012044346984389796"
"2017-10-09 - 2017-10-09","758871","0.003046967459713648","7598681","0.03050970948124828","97327695","0.3907835713763403","140131921","0.5626482015443516","3240628","0.013011550138346201"
"2017-10-10 - 2017-10-10","747787","0.00304700271648804","7474853","0.03045773381504195","96239730","0.3921473878846189","137790636","0.5614545882699414","3164235","0.01289328731390962"
"2017-10-11 - 2017-10-11","753325","0.003070828345475027","7407062","0.030193894993914904","96261129","0.3923955842440224","137719756","0.5613961178199375","3175273","0.012943574596650218"
"2017-10-12 - 2017-10-12","742945","0.0030647922775047724","7359501","0.0303593695779481","94802095","0.3910770361833969","136394116","0.5626521928458905","3114183","0.012846609115259734"
"2017-10-13 - 2017-10-13","705905","0.0031114506682704286","6886474","0.030353835330996278","89192664","0.3931386999775037","127176451","0.5605616243718509","2911780","0.012834389651378682"
"2017-10-14 - 2017-10-14","557669","0.0028724452417092034","5539622","0.02853352231299861","79421269","0.40908360735410554","106221748","0.5471276951177744","2404037","0.012382729973412308"
"2017-10-15 - 2017-10-15","608283","0.0028131192472028647","6235338","0.028836494428769857","86812568","0.40148106381389503","119953540","0.5547477278571302","2621062","0.012121594653002032"
"2017-10-16 - 2017-10-16","783702","0.0030410783877804232","7783782","0.030204199064688207","100539168","0.3901323346504476","145303158","0.563834586960406","3295484","0.01278780093667769"
"2017-10-17 - 2017-10-17","755880","0.0030097822222594924","7531364","0.029988576859508304","97976120","0.3901238082525833","141710028","0.5642645962193666","3167702","0.012613236446282266"
"2017-10-18 - 2017-10-18","753179","0.003018586377746604","7526466","0.030164526281498783","97297454","0.3899481653548849","140816673","0.5643642359617012","3120042","0.012504486024168586"
"2017-10-19 - 2017-10-19","728210","0.0029707598229107147","7429422","0.030308603816274107","95777201","0.3907266594548879","138169167","0.5636662639741846","3021841","0.01232771293174268"
"2017-10-20 - 2017-10-20","693036","0.0030602655131251348","6937168","0.030632717476661048","88869081","0.39242259243015387","127148745","0.5614555655992501","2814673","0.012428858980809745"
"2017-10-21 - 2017-10-21","545977","0.0028298530099988826","5593934","0.028993915435329858","78730823","0.40806967408194716","105787725","0.5483082840709115","2276297","0.01179827340181258"
"2017-10-22 - 2017-10-22","587882","0.002709854174543857","6300665","0.029043044952307383","87399752","0.4028709550748243","120174231","0.5539455903530773","2479771","0.011430555445247167"
"2017-10-23 - 2017-10-23","794293","0.003063090738625163","7925607","0.03056410342239295","100650447","0.3881457497978489","146710115","0.5657690480957689","3230498","0.012458007945364129"
"2017-10-24 - 2017-10-24","766238","0.003001077475165122","7720781","0.030239510373777923","99387574","0.3892652278309177","144102952","0.5643992119315419","3343421","0.013094972388597338"
"2017-10-25 - 2017-10-25","742472","0.0029635079703768624","7603414","0.030348320193993875","97441930","0.38893040573099635","141499257","0.5647811310351152","3251143","0.012976635069517697"
"2017-10-26 - 2017-10-26","726439","0.0029793754985925776","7294207","0.029916044729787997","94538481","0.38773473611075376","138116326","0.5664624251176285","3147120","0.012907418543237176"
"2017-10-27 - 2017-10-27","682057","0.0030366973303387946","6664172","0.029670648232213062","87543870","0.38976835706770324","126747784","0.5643145034786802","2966984","0.013209793891064702"
"2017-10-28 - 2017-10-28","556319","0.002857184193590231","5628906","0.028909351020556934","78537259","0.40335745322863703","107549973","0.5523630918172059","2436376","0.012512919740009947"
"2017-10-29 - 2017-10-29","598897","0.002802257623094836","6193710","0.02898056103593559","85120195","0.39828003031918496","119133746","0.5574304895438513","2672917","0.012506661477933233"
"2017-10-30 - 2017-10-30","785126","0.0030654822206376852","7938191","0.03099423961826011","98048511","0.3828251353674423","145921717","0.5697434922145285","3424724","0.01337165057913147"
"2017-10-31 - 2017-10-31","739301","0.002939869518006718","7826196","0.03112128221434315","95807467","0.38098345847054793","143773276","0.5717220342138951","3327846","0.01323335558320709"
"2017-11-01 - 2017-11-01","683418","0.00279763458816207","7523899","0.030799774194179855","93826265","0.38408646573847954","139034870","0.5691520581439425","3215774","0.013164067335235962"
"2017-11-02 - 2017-11-02","673877","0.0028114645147733507","7423123","0.03096981630668193","91796591","0.38298214388332397","136681960","0.5702472118052263","3113407","0.012989363489994394"
"2017-11-03 - 2017-11-03","612223","0.0027720624814442474","6849862","0.03101524355221979","85350923","0.3864573715867207","125193951","0.5668611837040907","2847731","0.012894138675524618"
"2017-11-04 - 2017-11-04","484067","0.0025426759552961108","5515939","0.0289737690571348","76516218","0.40191946093990183","105511584","0.5542244516606293","2349184","0.01233964238703803"
"2017-11-05 - 2017-11-05","508532","0.0025146648522923185","5835733","0.028857402606841675","80767701","0.3993921698244263","112634912","0.5569739059635151","2479673","0.012261856752924596"
"2017-11-06 - 2017-11-06","556724","0.002505397003183832","6371479","0.02867324633471652","88395247","0.3978006820785428","124112873","0.5585389170769278","2773570","0.012481757506629105"
"2017-11-07 - 2017-11-07","706841","0.002750414230848161","7750099","0.030156686694860803","97902123","0.38095044335210754","147225765","0.5728754263030966","3409552","0.013267029419086907"
"2017-11-08 - 2017-11-08","696067","0.0027392407764808067","7661595","0.03015076628669577","97052849","0.3819332355282386","145343754","0.5719730105917897","3355197","0.013203746816795038"
"2017-11-09 - 2017-11-09","679665","0.002700232254180417","7524904","0.029895593403237233","96448607","0.3831794185255547","143745868","0.571086092676187","3307082","0.013138663140840678"
"2017-11-10 - 2017-11-10","642396","0.002695060859082009","7137542","0.02994431795069384","92705284","0.388928919760524","134855419","0.5657624913324558","3019839","0.012669210097244308"
"2017-11-11 - 2017-11-11","513812","0.002481734225126774","5913369","0.02856182851530071","83266237","0.40217953290389746","114772239","0.5543548878203116","2571823","0.012422016535363546"
"2017-11-12 - 2017-11-12","556758","0.0024506220399260477","6476281","0.028505952236616814","89842564","0.39545038861025167","127576334","0.5615390813843121","2738544","0.012053955728893413"
"2017-11-13 - 2017-11-13","706720","0.0026454480511088046","7931150","0.029688483855772576","102528539","0.38379262463292835","152578174","0.5711422247142293","3401090","0.012731218745961122"
"2017-11-14 - 2017-11-14","716265","0.00271269613712623","7823016","0.029627952341489103","101381426","0.38395985101400837","150785039","0.5710651683828303","3335991","0.012634332124545901"
"2017-11-15 - 2017-11-15","698211","0.0026957341455280154","7725027","0.029825681719459943","99715072","0.3849915346710157","147600070","0.5698714981306873","3267502","0.0126155513333091"
"2017-11-16 - 2017-11-16","683666","0.0026644603510414216","7666499","0.029878745786390885","98817056","0.38512099141779726","146179271","0.5697063649847135","3240550","0.012629437460056927"
"2017-11-17 - 2017-11-17","623678","0.0026354127883595918","7100629","0.030004406876620596","91343845","0.385982409594272","134608716","0.5688023813106513","2976002","0.012575389430096496"
"2017-11-18 - 2017-11-18","490292","0.0024091897894227138","5813845","0.028567988079116726","81424428","0.4001021851206728","113293417","0.55669956565722","2487099","0.012221071353567753"
"2017-11-19 - 2017-11-19","549858","0.002418942029407449","6469555","0.02846094537328385","89609144","0.39420964074510934","128000810","0.5631027267170747","2684059","0.011807745135124574"
"2017-11-20 - 2017-11-20","710246","0.0026894294848254733","7686860","0.029107193746568852","101499310","0.3843389994501075","150792452","0.5709932424792677","3399112","0.012871134839230471"
"2017-11-21 - 2017-11-21","704731","0.0027023251344118504","7291154","0.02795828296622044","101180672","0.38798218478012364","148370041","0.568932104573258","3240304","0.012425102545985995"
"2017-11-22 - 2017-11-22","695973","0.0026978096738269255","7106008","0.027545116153488022","100224927","0.3885032574815364","146750113","0.5688494733080082","3200036","0.012404343383140462"
"2017-11-23 - 2017-11-23","692775","0.0027124550721670643","7126368","0.02790220927101737","99010502","0.387660551185749","145470151","0.5695662356881509","3105356","0.012158548782915703"
"2017-11-24 - 2017-11-24","649317","0.0027363181783834596","6622772","0.027909343841126876","92434992","0.389534771041463","134652060","0.5674437594191747","2936728","0.012375807519851935"
"2017-11-25 - 2017-11-25","513716","0.0025370409655152693","5332161","0.026333442781075272","81545829","0.40272272761584815","112710354","0.5566320405354861","2384225","0.01177474810207516"
